-0.93,-0.07,0.06,0.94,0
-0.93,-0.07,0.05,0.94,0
-0.94,-0.03,0.04,0.94,0
-0.93,-0.02,0.05,0.93,0
-0.93,0.00,0.05,0.93,1
-0.93,-0.08,0.03,0.94,1
-0.93,-0.05,0.06,0.94,1
-0.93,-0.05,0.05,0.94,1
-0.93,-0.05,0.04,0.93,1
-0.93,-0.03,0.03,0.93,1
-0.93,-0.02,0.03,0.93,1
-0.92,-0.04,-0.13,0.93,1
-0.89,0.17,-0.16,0.92,1
-0.82,0.02,-0.17,0.83,1
-0.65,0.09,-0.21,0.69,1
-0.24,0.08,-0.27,0.37,1
0.45,0.01,-0.28,0.53,1
0.95,0.08,-0.42,1.04,1
0.07,1.92,-1.79,2.63,1
-1.93,1.92,-1.79,3.26,1
1.92,-0.69,-1.26,2.40,1
0.12,-1.93,-1.79,2.63,1
0.03,-1.08,-1.03,1.50,1
-0.01,-0.27,0.57,0.64,1
0.00,-0.84,0.09,0.85,1
0.01,-0.94,-0.14,0.95,1
0.01,-0.93,-0.12,0.94,1
0.01,-0.92,-0.11,0.93,1
0.01,-0.92,-0.11,0.93,1
0.00,-0.92,-0.12,0.93,1
0.00,-0.92,-0.11,0.93,0
0.01,-0.92,-0.11,0.93,0
0.00,-0.92,-0.11,0.93,0
0.01,-0.92,-0.10,0.93,0
0.01,-0.92,-0.11,0.93,0
0.01,-0.92,-0.11,0.93,0
0.00,-0.93,-0.10,0.94,0
0.01,-0.93,-0.11,0.94,0
0.00,-0.92,-0.11,0.93,0
0.00,-0.92,-0.11,0.93,0
0.00,-0.92,-0.11,0.93,0
0.01,-0.94,-0.13,0.95,0
0.01,-0.95,-0.09,0.95,0
0.02,-1.09,0.02,1.09,0
-0.08,-1.29,0.11,1.30,0
-0.15,-1.16,0.12,1.18,0
-0.17,-1.01,0.11,1.03,0
-0.21,-0.88,0.25,0.94,0
-0.35,-0.74,0.42,0.92,0
-0.40,-0.69,0.36,0.87,0
-0.56,-0.42,0.44,0.83,0
-0.63,-0.12,0.39,0.75,0
-0.71,-0.11,0.16,0.74,0
-0.80,-0.11,-0.19,0.83,0
-0.88,0.05,-0.23,0.91,0
-0.91,0.14,0.02,0.92,0
-0.94,0.21,-0.08,0.96,0
-0.92,-0.15,-0.53,1.07,0
-0.87,-0.08,-0.09,0.88,0
-0.99,0.11,-0.14,1.01,0
-0.94,-0.05,-0.14,0.95,0
-0.94,-0.06,-0.03,0.94,0
-0.94,0.05,-0.02,0.94,0
-0.94,0.21,0.15,0.98,0
-0.94,0.09,-0.08,0.95,0
-0.94,0.03,-0.12,0.95,0
-0.94,-0.05,-0.03,0.94,0
-0.94,-0.01,-0.06,0.94,0
-0.94,0.03,-0.11,0.95,0
-0.94,0.07,-0.09,0.95,0
-0.94,0.02,-0.06,0.95,0
-0.94,0.01,-0.09,0.94,0
-0.94,0.05,-0.10,0.95,0
-0.94,0.09,-0.09,0.95,0
-0.94,0.00,-0.08,0.94,1
-0.94,0.00,-0.07,0.94,1
-0.94,-0.01,-0.05,0.94,1
-0.94,0.01,-0.08,0.95,1
-0.94,0.02,-0.07,0.94,1
-0.94,-0.01,-0.07,0.94,1
-0.94,0.02,-0.06,0.94,1
-0.94,0.01,-0.05,0.95,1
-0.94,-0.04,-0.09,0.94,1
-0.94,0.01,-0.10,0.95,1
-0.93,0.06,-0.24,0.96,1
-0.91,-0.09,-0.07,0.92,1
-0.88,0.03,-0.11,0.89,1
-0.83,-0.03,-0.15,0.85,1
-0.69,0.00,-0.19,0.71,1
-0.37,0.05,-0.22,0.43,1
0.12,0.02,-0.32,0.34,1
0.78,0.12,-0.28,0.83,1
0.12,-1.54,1.78,2.36,1
-0.09,0.31,-1.79,1.82,1
-1.39,-1.93,-0.63,2.46,1
-0.27,1.92,-0.17,1.95,1
0.05,-1.93,-0.78,2.08,1
-0.01,-0.76,-0.05,0.76,1
-0.01,-0.94,-0.09,0.94,1
-0.01,-0.93,-0.09,0.94,1
-0.01,-0.92,-0.09,0.93,1
-0.01,-0.92,-0.10,0.93,1
-0.01,-0.92,-0.10,0.93,1
-0.01,-0.92,-0.10,0.93,0
-0.01,-0.93,-0.10,0.93,0
-0.01,-0.92,-0.10,0.93,0
-0.01,-0.92,-0.09,0.93,0
-0.01,-0.92,-0.10,0.93,0
-0.01,-0.92,-0.09,0.93,0
-0.01,-0.92,-0.10,0.93,0
-0.01,-0.92,-0.09,0.93,0
-0.01,-0.93,-0.10,0.93,0
-0.01,-0.92,-0.10,0.93,0
-0.01,-0.93,-0.10,0.93,0
-0.01,-0.94,-0.11,0.95,0
-0.01,-1.11,-0.07,1.11,0
-0.06,-1.12,-0.11,1.13,0
-0.07,-0.96,-0.19,0.98,0
-0.11,-0.98,-0.07,0.99,0
-0.16,-0.97,-0.14,0.99,0
-0.18,-0.85,-0.07,0.87,0
-0.25,-0.94,-0.14,0.99,0
-0.30,-0.92,-0.09,0.97,0
-0.33,-0.88,-0.02,0.95,0
-0.38,-0.80,0.03,0.89,0
-0.47,-0.70,0.16,0.85,0
-0.51,-0.70,0.23,0.90,0
-0.57,-0.69,0.18,0.92,0
-0.59,-0.55,0.22,0.84,0
-0.66,-0.52,0.28,0.88,0
-0.69,-0.45,0.22,0.85,0
-0.73,-0.38,0.23,0.85,0
-0.78,-0.37,0.17,0.88,0
-0.81,-0.32,0.22,0.90,0
-0.87,-0.43,0.36,1.04,0
-0.80,-0.33,0.26,0.91,0
-0.82,-0.39,0.34,0.97,0
-0.83,-0.24,0.23,0.89,0
-0.85,-0.20,0.08,0.88,0
-0.88,-0.15,0.11,0.90,0
-0.89,-0.20,0.07,0.92,0
-0.91,-0.19,0.12,0.94,0
-0.91,-0.15,0.02,0.92,0
-0.92,-0.15,0.11,0.94,0
-0.91,-0.02,-0.07,0.91,0
-0.92,-0.02,-0.13,0.93,0
-0.90,-0.09,-0.17,0.92,0
-0.91,0.13,-0.41,1.01,0
-0.94,-0.18,-0.07,0.96,0
-0.94,-0.09,-0.11,0.95,0
-0.93,-0.05,-0.05,0.94,0
-0.94,0.05,0.01,0.94,0
-0.94,-0.00,-0.09,0.95,0
-0.94,0.07,0.02,0.95,0
-0.94,0.06,-0.02,0.94,0
-0.94,-0.01,-0.05,0.94,0
-0.94,-0.03,-0.00,0.95,0
-0.94,-0.05,-0.02,0.94,0
-0.94,-0.01,-0.05,0.94,0
-0.94,0.02,-0.02,0.95,0
-0.94,0.03,-0.04,0.95,0
-0.94,0.02,-0.05,0.94,0
-0.94,0.04,-0.05,0.94,0
-0.94,0.02,-0.01,0.94,0
-0.94,0.02,-0.02,0.94,1
-0.94,0.02,-0.05,0.94,1
-0.94,0.01,-0.03,0.95,1
-0.94,0.03,-0.05,0.95,1
-0.94,0.03,-0.16,0.95,1
-0.94,-0.02,-0.13,0.95,1
-0.92,-0.05,-0.05,0.92,1
-0.89,0.03,-0.13,0.90,1
-0.83,0.02,-0.16,0.85,1
-0.69,0.02,-0.20,0.72,1
-0.43,-0.05,-0.31,0.53,1
0.23,-0.02,-0.19,0.29,1
0.82,0.05,-0.19,0.85,1
0.97,-1.93,1.78,2.80,1
1.38,1.92,-1.27,2.68,1
0.11,-1.32,1.67,2.13,1
-0.03,1.03,0.14,1.04,1
0.02,-1.02,-0.10,1.02,1
0.01,-0.94,-0.07,0.95,1
0.01,-0.92,-0.09,0.93,1
0.01,-0.92,-0.09,0.93,1
0.01,-0.92,-0.09,0.93,0
0.00,-0.92,-0.09,0.93,0
0.01,-0.93,-0.09,0.93,0
0.01,-0.92,-0.09,0.93,0
0.01,-0.92,-0.09,0.93,0
0.01,-0.93,-0.09,0.93,0
0.01,-0.92,-0.09,0.92,0
0.01,-0.92,-0.09,0.93,0
0.01,-0.93,-0.09,0.93,0
0.01,-0.92,-0.09,0.93,0
0.00,-0.89,-0.06,0.90,0
0.14,-1.56,0.22,1.58,0
-0.05,-1.35,0.13,1.36,0
-0.05,-0.94,0.16,0.95,0
-0.26,-0.59,0.23,0.69,0
-0.40,-0.43,0.22,0.62,0
-0.52,-0.45,0.28,0.75,0
-0.56,-0.41,0.16,0.72,0
-0.63,-0.45,0.31,0.83,0
-0.81,-0.51,0.24,0.99,0
-0.76,-0.40,0.19,0.88,0
-0.78,-0.23,0.10,0.82,0
-0.84,0.00,0.06,0.84,0
-0.88,-0.09,0.12,0.89,0
-0.90,-0.13,0.05,0.91,0
-0.91,-0.03,0.10,0.91,0
-0.91,0.03,0.15,0.93,0
-0.92,0.03,-0.07,0.92,0
-0.93,-0.05,-0.16,0.95,0
-0.93,0.14,-0.03,0.94,0
-0.93,0.09,-0.04,0.94,0
-0.93,0.06,-0.07,0.94,0
-0.94,0.01,-0.08,0.94,0
-0.94,0.00,-0.02,0.94,0
-0.94,0.02,-0.05,0.94,0
-0.94,0.00,-0.01,0.94,0
-0.94,-0.02,-0.01,0.94,0
-0.94,-0.02,0.00,0.94,1
-0.94,-0.02,-0.01,0.94,1
-0.94,0.00,-0.00,0.94,1
-0.94,0.03,-0.03,0.94,1
-0.94,-0.01,-0.00,0.94,1
-0.94,-0.02,-0.04,0.95,1
-0.94,0.01,-0.04,0.94,1
-0.94,0.02,-0.03,0.94,1
-0.93,0.03,-0.08,0.94,1
-0.92,-0.04,-0.09,0.93,1
-0.89,0.03,-0.14,0.90,1
-0.81,0.02,-0.16,0.83,1
-0.65,0.02,-0.20,0.68,1
-0.20,-0.02,-0.15,0.25,1
0.40,-0.02,-0.26,0.48,1
0.92,-0.03,-0.19,0.94,1
0.38,1.92,-1.79,2.65,1
-0.12,-1.93,1.78,2.63,1
-1.93,1.92,-1.79,3.26,1
0.04,1.74,1.21,2.12,1
0.01,0.89,0.00,0.89,1
0.01,0.93,0.03,0.93,1
0.01,0.94,0.03,0.94,1
0.01,0.93,0.03,0.93,1
0.01,0.93,0.03,0.93,0
0.01,0.94,0.04,0.94,0
0.01,0.93,0.04,0.93,0
0.01,0.93,0.04,0.93,0
0.00,0.94,0.05,0.94,0
0.01,0.94,0.04,0.94,0
0.01,0.94,0.04,0.94,0
0.01,0.94,0.04,0.94,0
0.00,0.93,0.04,0.93,0
0.01,0.94,0.04,0.94,0
0.01,0.93,0.03,0.93,0
0.01,0.93,0.03,0.93,0
0.00,0.93,0.03,0.93,0
0.01,0.93,0.04,0.93,0
0.01,0.79,0.10,0.80,0
-0.01,1.15,0.15,1.16,0
-0.03,0.95,0.31,1.00,0
-0.10,0.86,0.37,0.94,0
-0.17,0.80,0.41,0.91,0
-0.24,0.64,0.45,0.82,0
-0.32,0.58,0.53,0.84,0
-0.41,0.39,0.57,0.80,0
-0.47,0.36,0.58,0.83,0
-0.52,0.35,0.59,0.86,0
-0.56,0.31,0.65,0.91,0
-0.60,0.25,0.60,0.89,0
-0.66,0.08,0.58,0.88,0
-0.69,0.11,0.51,0.87,0
-0.73,0.17,0.48,0.89,0
-0.76,0.02,0.50,0.90,0
-0.81,0.04,0.16,0.83,0
-0.84,0.03,0.14,0.85,0
-0.88,0.06,0.30,0.93,0
-0.88,0.00,0.21,0.91,0
-0.92,0.07,0.04,0.92,0
-1.00,-0.02,0.16,1.01,0
-1.00,-0.16,-0.39,1.08,0
-0.94,-0.19,-0.15,0.98,0
-0.94,-0.02,0.03,0.94,0
-0.94,0.09,-0.16,0.96,0
-0.93,0.18,0.10,0.96,0
-0.93,0.12,-0.03,0.93,0
-0.94,-0.02,0.06,0.94,0
-0.94,-0.12,0.19,0.97,0
-0.94,-0.03,0.05,0.94,0
-0.94,-0.04,0.05,0.94,0
-0.94,-0.04,-0.01,0.94,0
-0.94,-0.03,0.02,0.94,0
-0.94,0.09,0.03,0.94,0
-0.93,-0.01,0.03,0.93,0
-0.94,-0.01,0.03,0.94,0
-0.94,0.02,0.00,0.94,0
-0.94,0.02,0.02,0.94,0
-0.93,0.04,0.05,0.94,0
-0.93,0.02,0.02,0.93,1
-0.94,0.01,0.02,0.94,1
-0.94,-0.00,0.03,0.94,1
-0.93,0.02,0.03,0.93,1
-0.93,0.02,0.03,0.93,1
-0.93,0.01,0.00,0.93,1
-0.93,-0.00,-0.08,0.93,1
-0.89,0.17,-0.14,0.92,1
-0.84,0.03,-0.16,0.86,1
-0.72,0.04,-0.22,0.76,1
-0.40,0.04,-0.27,0.49,1
0.14,0.00,-0.26,0.29,1
0.75,-0.03,-0.21,0.78,1
0.36,-1.93,-1.79,2.65,1
0.59,1.92,-1.79,2.69,1
0.17,-1.93,1.78,2.63,1
-0.06,-0.92,1.10,1.44,1
-0.12,-0.60,0.53,0.81,1
-0.07,-0.26,0.88,0.92,1
-0.05,-0.05,0.83,0.83,1
-0.05,-0.05,0.83,0.83,0
-0.05,-0.05,0.83,0.83,0
-0.05,-0.05,0.83,0.83,0
-0.05,-0.05,0.83,0.83,0
-0.05,-0.05,0.83,0.84,0
-0.05,-0.05,0.83,0.83,0
-0.05,-0.05,0.83,0.83,0
-0.05,-0.05,0.82,0.83,0
-0.05,-0.05,0.83,0.83,0
-0.05,-0.05,0.83,0.83,0
-0.05,-0.05,0.83,0.83,0
-0.05,-0.05,0.83,0.83,0
-0.05,-0.05,0.82,0.83,0
-0.05,-0.05,0.83,0.83,0
-0.05,-0.04,0.83,0.83,0
-0.05,-0.05,0.83,0.83,0
-0.05,-0.04,0.83,0.84,0
