-0.94,0.00,-0.01,0.94,0
-0.93,0.02,-0.02,0.93,0
-0.94,0.00,-0.02,0.94,1
-0.94,-0.02,-0.01,0.94,1
-0.94,0.01,-0.07,0.94,1
-0.94,0.01,-0.08,0.94,1
-0.92,0.03,-0.11,0.93,1
-0.91,0.02,-0.09,0.92,1
-0.87,0.03,-0.15,0.89,1
-0.78,0.01,-0.17,0.79,1
-0.56,0.03,-0.22,0.61,1
-0.08,-0.05,-0.21,0.22,1
0.60,-0.00,-0.28,0.66,1
1.92,-1.40,1.78,2.98,1
0.51,1.92,1.78,2.67,1
0.54,-0.11,-0.19,0.58,1
-0.02,-0.74,-0.53,0.91,1
-0.05,-0.77,-0.08,0.78,1
-0.03,-0.88,-0.08,0.88,1
-0.03,-0.92,-0.08,0.92,1
-0.03,-0.92,-0.07,0.93,1
-0.03,-0.92,-0.07,0.93,1
-0.02,-0.93,-0.07,0.94,1
-0.03,-0.92,-0.07,0.93,1
-0.03,-0.92,-0.07,0.93,1
-0.03,-0.92,-0.07,0.92,1
-0.03,-0.92,-0.07,0.93,0
-0.03,-0.92,-0.07,0.93,0
-0.02,-0.92,-0.07,0.92,0
-0.03,-0.92,-0.07,0.92,0
-0.02,-0.92,-0.08,0.92,0
-0.02,-0.93,-0.07,0.93,0
-0.02,-0.92,-0.07,0.93,0
-0.02,-0.92,-0.07,0.93,0
-0.02,-0.93,-0.07,0.93,0
-0.02,-0.92,-0.07,0.93,0
-0.02,-0.92,-0.08,0.93,0
-0.01,-0.97,-0.12,0.97,0
-0.02,-1.07,-0.16,1.08,0
-0.06,-0.94,-0.13,0.95,0
-0.09,-0.90,-0.14,0.92,0
-0.19,-0.96,-0.11,0.98,0
-0.17,-0.91,-0.09,0.93,0
-0.23,-0.92,-0.08,0.96,0
-0.26,-0.84,-0.08,0.88,0
-0.34,-0.90,-0.03,0.96,0
-0.35,-0.92,0.02,0.98,0
-0.42,-0.84,0.09,0.94,0
-0.47,-0.76,0.05,0.90,0
-0.51,-0.73,-0.06,0.89,0
-0.56,-0.72,-0.01,0.91,0
-0.60,-0.74,0.04,0.96,0
-0.65,-0.69,0.00,0.95,0
-0.69,-0.56,0.05,0.89,0
-0.73,-0.47,-0.07,0.87,0
-0.78,-0.35,0.00,0.85,0
-0.81,-0.33,0.02,0.88,0
-0.84,-0.44,0.03,0.94,0
-0.85,-0.38,0.00,0.93,0
